,key_and_mode,track_id,spotify_uri
4319,C Major,95671,spotify:track:40w68jGFWdzDUDWLfKLcRA
4320,F# Major,95724,spotify:track:1P3RZzPTkbpNmDgGyGpLxW
4321,B Major,95726,spotify:track:5utEV0scKw4Lp6Eu76Fc2T
4322,G# Major,95756,spotify:track:6q1WfaYuHdFwBmbO2MFOHh
4323,A Major,95766,spotify:track:6RRApb2fUdriNa6DqC4exO
4324,D Major,95767,spotify:track:5xXyCuOdRTzPcUWM5vtcq6
4325,D Major,95769,spotify:track:43MXOJ2OOafKCh2xpK4Ke7
4326,F# Major,95770,spotify:track:0xvsdaQDQPVzqUyiGsNLVe
4327,E Major,95771,spotify:track:5FeM8F2XiTVwEKUdbxwvnI
4328,B Major,95773,spotify:track:6XH1B652SNJVw6Qu5pjD9O
4329,E Major,95777,spotify:track:4kI8YlanSZDSmfVcKMg7xN
4330,F Major,95778,spotify:track:2qL56tg9IUG09LswTMvozW
4331,E Major,95780,spotify:track:0Z6zM69W2QW7sst10oY1eQ
4332,C Major,95781,spotify:track:24cNhsI9lhwhZFnuGHja1g
4333,A Major,95782,spotify:track:1qHzIGRVO1d6aYLz0mpcDw
4334,Bb Major,95783,spotify:track:4cGGCcpnvRjXDlUyKpiQa1
4335,D minor,95784,spotify:track:4nJF0zg8Pw0Zpu6YMkIyNH
4336,A Major,95785,spotify:track:3LPTBTwUwOPn5zqhfRKrbV
4337,D minor,95786,spotify:track:2JsfQxhhssyzqQNTA01kJ8
4338,A minor,95805,spotify:track:0C1QpakzLUCOcPepgKx9LA
4339,C Major,95807,spotify:track:5he4HXbMVhAjC7RYKrfFWk
4340,A Major,95808,spotify:track:6JxzunoYtauxniDbRzcpXO
4341,D Major,95810,spotify:track:3p6qANEOMtd20Rr8hHEYEU
4342,D# Major,95813,spotify:track:46ezbFScYKj9GH8jZ5VWTa
4343,D# Major,95819,spotify:track:0QPYspvSi67gjFYD7m5DvP
4344,C# Major,95820,spotify:track:7B3Ox1Uen0lRiP46dJlOSu
4345,Bb Major,95821,spotify:track:2sP2e4MrwKgsBrN1uz6Dts
4346,C Major,95822,spotify:track:3t7ILisHn56Sr2BiOi4Hp1
4347,B Major,95823,spotify:track:4m1cha9PVKzKiPlduwnOMB
4348,D Major,95835,spotify:track:3CRZlz5W4bt1se8vG3hXRy
4349,C minor,95846,spotify:track:13aJ0DXyA680Md4uUSGjsb
4350,C Major,95848,spotify:track:7cRV3JpLsxAmbGNDsUL6dE
4351,C Major,95849,spotify:track:2134Z7bKv0feIfz9AfnaTM
4352,F minor,95875,spotify:track:31MCV0KQnSUwreIJgqGOaA
4353,E minor,95893,spotify:track:0VBmlmd2IJcjVQeYaNhaHk
4354,D Major,95897,spotify:track:7piFwQIHnX4Nz0BdgfVLi0
4355,F minor,95908,spotify:track:7GwCEXGp4PSqzX0scT2mLv
4356,F minor,95911,spotify:track:2GlVkMr9r3n61RCpQYGbl3
4357,C Major,95917,spotify:track:0khvzMkLux3BQp8WhvDBL8
4358,F minor,96056,spotify:track:06FwBW36T7L2YIfjiBAcOG
4359,C minor,96100,spotify:track:2V2N7hqw1cF4jXHbfq7Ona
4360,G Major,96147,spotify:track:2uP4h6CYexvCPr9RFmhPW6
4361,A minor,96431,spotify:track:1faMXBIhSjwqfxaiAFqsNB
4362,E Major,96432,spotify:track:7lMOl6Oi1L83I60n27wIF4
4363,A Major,96435,spotify:track:4C6o3zmv4EvkGvG04ja4kc
4364,B Major,96790,spotify:track:5l0lbrLDVp7nnRT8m4wTLK
4365,E Major,96792,spotify:track:4yoXUbYSxVXBdiJL864DsK
4366,B Major,96795,spotify:track:0WATFFVIfXCnUtrHPVYqSj
4367,B Major,96796,spotify:track:4M0LlzD5acetp7tj0meLpI
4368,D Major,96797,spotify:track:2PqDCJ9gxlwFoUfxxazODT
4369,D minor,96944,spotify:track:1Zp9EGCzE9YgZl6MC9tdBo
4370,A minor,96946,spotify:track:357Iu3PWTpB6V5K03LNvt9
4371,A Major,97000,spotify:track:5A4WACdykMgb7dluQhFEcp
4372,B Major,97001,spotify:track:00W0yjwmhDL2JzvMJGlLLI
4373,G minor,97007,spotify:track:0zU7l4AtLaB1hnQnrDI6lj
4374,B minor,97013,spotify:track:6UuoabGASbyyOBKg3T9vYI
4375,E minor,97034,spotify:track:6YE63bNCEJC0oXgHucSycs
4376,A minor,97036,spotify:track:5pVaqd2X1JmZAReIljMjVm
4377,E minor,97039,spotify:track:5NPOJe4z3LhZXl7S8o7JXR
4378,A minor,97043,spotify:track:1NeYNPxh1zjppciilNAioR
4379,F# Major,97146,spotify:track:17gV3gf8VqPp3cLZNaw4Dj
4380,C Major,97147,spotify:track:24UIzkMJVR2Isn6cioaeik
4381,C# Major,97154,spotify:track:12nTjMd4mBlOT7mq1ihdxu
4382,F Major,97164,spotify:track:2kvGJ0x9ivoGQmCjxtHbCh
4383,C minor,97166,spotify:track:58EgENY9vRZcT1A5GGiTlz
4384,C minor,97167,spotify:track:5GPRqqPyxDeBXPKTwdnT9X
4385,C Major,97170,spotify:track:5m4zzzHxRpUnBSk2J3Gh3D
4386,G minor,97171,spotify:track:4mftquGIr6HOif7SPvuYrL
4387,Bb minor,97172,spotify:track:3pjRPPqnWujmfCEbTyIMhS
4388,D Major,97173,spotify:track:4J1lGv01QowYWX7aMj7bG7
4389,E Major,97174,spotify:track:44PB666A15a2EJ8X1c8OLc
4390,B Major,97179,spotify:track:263eNyTh1WGv5HEj7roXLy
4391,D# minor,97190,spotify:track:7ycL9ngYpW92w0YclgWILy
4392,C minor,97192,spotify:track:6Uwl8eiu5gCfn8lZqL08C6
4393,D minor,97244,spotify:track:6Px3EX1eC2M0iU8OI2pmXR
4394,C Major,97246,spotify:track:59R0JUtWZX9pmVLBDnJ12v
4395,Bb minor,97247,spotify:track:0PX6HZsKVdvc74NCGUeBFI
4396,C minor,97255,spotify:track:0hntqCpEJYWoxcXhdGCsiv
4397,C minor,97259,spotify:track:6bHXC33qoisgh7VYkEaoYO
4398,F# minor,97285,spotify:track:3aXMGlAqCcAi5OlAt5PBGH
4399,D minor,97288,spotify:track:2MKJbhhi110XFYNgodPyfJ
4400,E minor,97291,spotify:track:4zIkrIgLikcl7NJxJXssMY
4401,E minor,97292,spotify:track:6FVim7RdVc583LR62j4cFa
4402,D minor,97294,spotify:track:6OVrn9vHuE5ypBR5cbH1Le
4403,E minor,97400,spotify:track:74rvan3NxUM7Ey9VWEeQcU
4404,C minor,97401,spotify:track:7kLzbYR619hCTkFLB4a56Q
4405,E minor,97402,spotify:track:3SoiqkzHOKIYKsv8dp56bQ
4406,D Major,97404,spotify:track:2nIYe4ZNM0bPVxCbXOXxQL
4407,B minor,97408,spotify:track:0TKlrSq2KdHizbhuHPdmfZ
4408,B minor,97409,spotify:track:1Tvq4EiCWua7u05M8OqleB
4409,D minor,97412,spotify:track:3d2l2gyHTaIhgsPVZZzekl
4410,A Major,97414,spotify:track:03l1sXu2GVWQn7ZsL7ZFfc
4411,F minor,97520,spotify:track:7xvEtplKpX3mzsE7KpmMHR
4412,G# minor,97522,spotify:track:43TwmOweTA2WebStygtchA
4413,F minor,97524,spotify:track:1PH6PmNfQ440hErNpdYKQi
4414,E minor,97525,spotify:track:7oVg9kCQD61FPA9QSqQBNA
4415,F minor,97526,spotify:track:17r0HzKLk8z0mccDBs8Z0q
4416,A minor,97532,spotify:track:54qDRPAKg6OaF0CIqI2eZ7
4417,A minor,97534,spotify:track:6FWy78gelxJCZRq0ICM4Nz
4418,F# Major,97574,spotify:track:0qW5fLhOm9E0T06gxfIFxV
4419,C minor,97578,spotify:track:4WBuz5CGdTVI9emG3BlJwU
4420,E Major,97589,spotify:track:0d11SOq5MXo9LzAxIvnDLs
4421,C# Major,97602,spotify:track:0JxsgWHAs0iV3x2WBtndMA
4422,F minor,97603,spotify:track:24sVY3VaWctlJIlneF9ntD
4423,D minor,97609,spotify:track:0xiMtu8Qojveg5cDBCUF3w
4424,C Major,97681,spotify:track:5cFJvuDjZFzQ28ljt5302x
4425,A Major,97685,spotify:track:5gwjtabH1arauZSJMAu949
4426,A minor,97687,spotify:track:4Rxl4kbVF5ofRFprkFqJnH
4427,D minor,97797,spotify:track:3xOr7VfR1d3ZgVjOkyRd7Q
4428,E minor,97800,spotify:track:6hG11SnS9Y81Do5iYIS8oV
4429,A minor,97806,spotify:track:5TJ0lE1PCU3QA8J3PNeki9
4430,A minor,97808,spotify:track:37zhVVOhkTUZ15DSH6WxqI
4431,A Major,97818,spotify:track:5fUexTdkD7saDHXTPlAPMi
4432,Bb Major,97823,spotify:track:3jBqs0Xe3xBg3otsRjSeF4
4433,E minor,97826,spotify:track:3CF0KohNlZoLMpJzmexZgv
4434,G minor,97882,spotify:track:4jBI9PIJQbKBPkZNbsj2RC
4435,C Major,97891,spotify:track:5pVvD7ByudALY5zxjDGZuZ
4436,F Major,97896,spotify:track:7JZNugEkgxI5MV3I0IJaDZ
4437,Bb minor,97958,spotify:track:5JPSMhJZbuktRPnfODLicT
4438,A minor,97959,spotify:track:2gVhMHmjrmBYX9kG9uiDAZ
4439,A minor,97960,spotify:track:2HeJIGN8dm3WGobwu87gBD
4440,Bb minor,97961,spotify:track:4Mg4lzLdfGkKx7rmvOxrT3
4441,A minor,98077,spotify:track:0XxFtaHjO3cgMove44ZYnN
4442,F# minor,98202,spotify:track:5SrEbNkVb7yD8GDggnE4cj
4443,A minor,98204,spotify:track:7JUsoTYtHKsaux61sJQHzd
4444,A minor,98206,spotify:track:75r4wXlXmfIv1a21H7Fzhd
4445,D# Major,98221,spotify:track:4c45KlGmZFJiBowseBmxC0
4446,C Major,98225,spotify:track:11azHFR3chCo3Kn0lAjKmM
4447,E Major,98226,spotify:track:5QyDSIUBgM6ANJoAMyVLgN
4448,D minor,98323,spotify:track:6dLOF5uqNVEwFk0X7gtGun
4449,C Major,98357,spotify:track:11i9DrBDBqYFu3i3lggTg4
4450,G# Major,98358,spotify:track:1mwaApNCva5LPK2sf9nbxU
4451,Bb Major,98361,spotify:track:57EhTgKyqSHa0f5nd0sDiu
4452,D# Major,98362,spotify:track:1MbnoUwWqUipcUvfq9wPFD
4453,A minor,98369,spotify:track:0OJVKW0XsrU2OTazAWekuG
4454,C minor,98372,spotify:track:60bx5Wg6Q84btyMc1WVzBi
4455,E Major,98381,spotify:track:7DeCG8fsRKdCBu3pCnKipz
4456,C Major,98482,spotify:track:2Df0KrrUOLcN52W5jOj9RC
4457,C Major,98484,spotify:track:4bna4izlnxROn8zBGfvkuI
4458,G Major,98486,spotify:track:6zQzgCSsSuJQTrH9bN6JmH
4459,E minor,98487,spotify:track:3nGt2SArwId2n5giivdtbR
4460,Bb Major,98488,spotify:track:7wDLU4mCrsxxScvhYyW5ss
4461,A minor,98489,spotify:track:0YAoHFJygx72IepZDA0L34
4462,C Major,98490,spotify:track:3jD8bzTrnw3e38YQPLkOXt
4463,C Major,98491,spotify:track:5SbMmRwqmNFKZ73cb9B9Qo
4464,E Major,98547,spotify:track:59qMe7FyMCjCgD5Q38W0Dq
4465,G minor,98548,spotify:track:6dMkzlPPHLVpsfNfwWPFZZ
4466,Bb minor,98549,spotify:track:2HTxJQROPfihBhbK6XOk7z
4467,D minor,98551,spotify:track:6nvCAgawA0t5dU5KZgQxKJ
4468,F# minor,98552,spotify:track:5s2ShxLcXqJZyEqZdXFb1p
4469,D minor,98553,spotify:track:3KzVbVYvwjl4y2twC1fUFY
4470,A minor,98556,spotify:track:3cnopk714iVSD09wjQtqKg
4471,F# minor,98567,spotify:track:4wjGrhLYzOx68QRasXbheP
4472,G# Major,98569,spotify:track:37bZCp5hpVPUpAeli1zSRG
4473,D Major,98603,spotify:track:5S7KQzD1u1wxopzZXX0QK6
4474,A Major,98604,spotify:track:20OZ9K9kusud3wdJj2MVqU
4475,C Major,98605,spotify:track:505rCj7de8HtJgp424SFos
4476,D Major,98606,spotify:track:6um2SnGiOuoErnJ3f3ox40
4477,B Major,98608,spotify:track:32QpJqOVRjPvz4frO1EqAq
4478,F Major,98609,spotify:track:4184uJSFxF4F7r0VBHX2gQ
4479,A Major,98610,spotify:track:7j098h67q2DlyzOmiuHNde
4480,Bb Major,98611,spotify:track:24vfzA93a0vsAGqG617qks
4481,D Major,98612,spotify:track:6q6rgKeq9xIa4w1NQw9BwT
4482,C minor,98613,spotify:track:02IK0q62S33ZDR4HZfg5zZ
4483,A minor,98615,spotify:track:1NeYNPxh1zjppciilNAioR
4484,A minor,98616,spotify:track:7v9joKMaUSsjxFG9xcngwF
4485,E minor,98617,spotify:track:0ynYf7uCkIEuJZQ3pPYHHu
4486,D minor,98618,spotify:track:2dg9OI7gZMZbyGiX1kpkL5
4487,E minor,98619,spotify:track:0ynYf7uCkIEuJZQ3pPYHHu
4488,D minor,98620,spotify:track:2dg9OI7gZMZbyGiX1kpkL5
4489,C minor,98621,spotify:track:6xHGjJjNDQKzDFhFGhrDnU
4490,E minor,98622,spotify:track:1JbHF6vesiWM2XH0u1c2dZ
4491,E minor,98623,spotify:track:5EHLWAOROtkdNQVjRdgPv3
4492,A minor,98624,spotify:track:7v9joKMaUSsjxFG9xcngwF
4493,A minor,98625,spotify:track:2MqNb9QWOw9cAiSoEbQDxo
4494,E minor,98626,spotify:track:0NvzMXop7ZtiBKkzEMqSqG
4495,D Major,98627,spotify:track:4AkJVudQTKjwgxYB0UAYys
4496,F minor,98702,spotify:track:0gB4wBWgusf1KL0qC6eh8X
4497,D minor,98754,spotify:track:5C0OaIyYEVeyYwYXtg5zae
4498,G minor,98756,spotify:track:6MF65JuZxIppjCZkrG2BfB
4499,A Major,98760,spotify:track:3AbIvvrJKDRq8aXAGh4wXr
4500,G# Major,98761,spotify:track:1x6u58ExVMy2Vivt1ZLQgn
4501,C minor,98764,spotify:track:4bKaP8IywLHPbbGRQ2qWVI
4502,F# Major,98765,spotify:track:4Q1K1iPVxCCYA9ZQQVs30A
4503,D minor,98766,spotify:track:2RNzUacVz5jh5COp25GLKD
4504,G minor,98771,spotify:track:0EtBOsCNAgJSvIrcm6vshR
4505,B minor,98809,spotify:track:4VPpNFnVNc7zhBvZKPDzcO
4506,A minor,98837,spotify:track:1D4lvBKzTtufeJ2W7Qocq4
4507,C minor,98838,spotify:track:405RjhZwvNHjImNNWzCFrQ
4508,F minor,98840,spotify:track:5brIwkYdNkafIhsekmMyrG
4509,F Major,98841,spotify:track:7ENSLj71E76Y3JKmuiQQdq
4510,E minor,98854,spotify:track:2ma6V9RNGzvY7hZEWIrswH
4511,Bb minor,98855,spotify:track:3VmaCK81J2dWHNVnxaSb9M
4512,A minor,98856,spotify:track:3oiTjlxU67A6sLZ4mtwysi
4513,Bb minor,98857,spotify:track:08UPBUiC49kAkcvBge8QTD
4514,E Major,98859,spotify:track:1aw8tJRVsAcrkqSbichdVr
4515,A minor,98860,spotify:track:67rS3zHuDfmc1cuy5H9MPE
4516,Bb minor,98861,spotify:track:5e2e6v3NpOCcJ62KutQGHF
4517,D# minor,98863,spotify:track:5TNIXVsiKjYXS2V87n5fBG
4518,C minor,98864,spotify:track:5iN2BepIhmn8gbRnp2Aru1
4519,A minor,98865,spotify:track:2yzWwiY3OxKTAdoMOLnTRB
4520,G minor,98867,spotify:track:5tmb2fTvcB76r4799cqnoO
4521,A minor,98869,spotify:track:73W01GLlDXS7SfB4TGqyYn
4522,D# minor,98872,spotify:track:3YQLi3JowmNtfqIB7fLebh
4523,D# minor,98873,spotify:track:55goSel0Smn32MOcAqDunY
4524,D# minor,98874,spotify:track:5vcobkGZTdHAXLx3mUS7xV
4525,E minor,98876,spotify:track:4dBLV1cz2LYt3hDpHsQhQ3
4526,E minor,98877,spotify:track:4WJ8vY4otim9QOBoUF7v8A
4527,D# minor,98878,spotify:track:2sbebDed4uRGdd9QAmhv7v
4528,D# minor,98879,spotify:track:3KcFWiBW6FxdDhsNjwP3pw
4529,D# minor,98880,spotify:track:6vFBzER0TfU8H3KzMSZDad
4530,E minor,98884,spotify:track:3UFesJA984DEu36shfdhQO
4531,C minor,98890,spotify:track:0UFGADgkUuZCDUQl5YWAYi
4532,E minor,98891,spotify:track:23CFKJoM1eE4chbbxZHRkw
4533,E minor,98906,spotify:track:6vc9e7EInAMyaWzCjSWjhx
4534,D# minor,98907,spotify:track:6b9QcLugBlkZ5RAITgXRPg
4535,Bb minor,98911,spotify:track:6VU5hnDHxzdygSIzzStKtL
4536,Bb minor,98912,spotify:track:6n9sXjtKGuavh2GNnvA4cX
4537,F minor,98915,spotify:track:1SeRH4MWqSpvVb75mCX7SY
4538,A minor,98916,spotify:track:7Ftx0tfDszppVIFNl1Szda
4539,B minor,98919,spotify:track:3aYBiNT8T2hui2MWGFxzFh
4540,C Major,98921,spotify:track:7hdTUgWrKHG4FhWnlBtJpT
4541,C Major,98922,spotify:track:07JbmcsnADkquAmP1xZJNY
4542,A minor,98923,spotify:track:1j9lShKW7Qw0GtTgzjzPaP
4543,D# minor,98926,spotify:track:6zU8rXEZ0QBlkzH74d3RWB
4544,G# minor,98929,spotify:track:1HY535ancVW1MzSozzZCrb
4545,D# minor,98931,spotify:track:1QHp2j0hbV1m0wkBCsu7hA
4546,C minor,98932,spotify:track:5IW99Fm8c328mFKhrl4y3k
4547,E Major,98933,spotify:track:1YpmAfqLNK09jhEsQVfUMj
4548,G# minor,98935,spotify:track:2oZ0zw2Io90Egoon4CyWld
4549,C# minor,98938,spotify:track:3dMIGFu4b0gccuJ7ssoqll
4550,C Major,98942,spotify:track:4LOTNYUNTORA2njkzGRgTK
4551,F# Major,98943,spotify:track:3Y7y4igCyOl6xFMRkojX1A
4552,D# minor,98945,spotify:track:2F7ZkkQZ4x0ZWyrCBuCynb
4553,A minor,98947,spotify:track:7C4yVMQNV3QXoDDaDnrPnh
4554,D minor,98948,spotify:track:5cMf8g3CSEGhYDr6NGpdIw
4555,D# minor,98949,spotify:track:2lKbkv0wj2WJkjbZuoOAWH
4556,D minor,98950,spotify:track:49WuYFAEtN3ICfAaH2wM1Y
4557,E minor,98952,spotify:track:3pYABNgUX6wlMEEFJOvOEs
4558,Bb minor,98953,spotify:track:4JLViHk2urs8LyhMkwUgrY
4559,Bb Major,98970,spotify:track:0XHMxKFFPntO2tmRnZWGPV
4560,Bb minor,98976,spotify:track:3hOLQ7x7f35F037aL0yr1c
4561,Bb minor,98985,spotify:track:38dWXL3xjLr3c5msYKudRu
4562,F minor,98987,spotify:track:1i6ApekjO2wunoAPBNpka1
4563,A minor,98988,spotify:track:6IhuY6Xilrp50b7Mi7BvGL
4564,D# minor,98991,spotify:track:6neqPS0TTnNhXiF65QwYND
4565,E minor,98993,spotify:track:3UFesJA984DEu36shfdhQO
4566,C# minor,98995,spotify:track:1nD8TSOJ5gKuxQuFCkZF6Y
4567,B minor,98998,spotify:track:2DSpxZTuVYrZUTWyi5bYRx
4568,E minor,99000,spotify:track:23CFKJoM1eE4chbbxZHRkw
4569,D# minor,99002,spotify:track:6wAL8OFBylcAxsycFXMyXG
4570,D minor,99007,spotify:track:2sUA03SqvjHEtpPMG8NXEi
4571,C minor,99010,spotify:track:2t7pcW0doRcBPFlmA3p4UT
4572,E minor,99012,spotify:track:6rVjs9U0Kk0Kr8zeIMddo4
4573,F# Major,99015,spotify:track:4CUf2MKX5XxKayUK5P6hnn
4574,E minor,99016,spotify:track:4dBLV1cz2LYt3hDpHsQhQ3
4575,B minor,99017,spotify:track:4WJ8vY4otim9QOBoUF7v8A
4576,D# minor,99018,spotify:track:2sbebDed4uRGdd9QAmhv7v
4577,D# minor,99019,spotify:track:3KcFWiBW6FxdDhsNjwP3pw
4578,D# minor,99020,spotify:track:6vFBzER0TfU8H3KzMSZDad
4579,E minor,99021,spotify:track:2ma6V9RNGzvY7hZEWIrswH
4580,Bb minor,99022,spotify:track:3VmaCK81J2dWHNVnxaSb9M
4581,A minor,99023,spotify:track:3oiTjlxU67A6sLZ4mtwysi
4582,Bb minor,99024,spotify:track:08UPBUiC49kAkcvBge8QTD
4583,E Major,99026,spotify:track:1aw8tJRVsAcrkqSbichdVr
4584,A minor,99027,spotify:track:67rS3zHuDfmc1cuy5H9MPE
4585,Bb minor,99028,spotify:track:5e2e6v3NpOCcJ62KutQGHF
4586,D# minor,99030,spotify:track:5TNIXVsiKjYXS2V87n5fBG
4587,C minor,99031,spotify:track:5iN2BepIhmn8gbRnp2Aru1
4588,A minor,99032,spotify:track:2yzWwiY3OxKTAdoMOLnTRB
4589,A minor,99033,spotify:track:0ecSCvZELImajdUf3dTxC1
4590,G minor,99034,spotify:track:5tmb2fTvcB76r4799cqnoO
4591,D# minor,99035,spotify:track:3PFxbKdwbt8mupzZhxxko5
4592,A minor,99036,spotify:track:73W01GLlDXS7SfB4TGqyYn
4593,D# minor,99039,spotify:track:3YQLi3JowmNtfqIB7fLebh
4594,D# minor,99040,spotify:track:55goSel0Smn32MOcAqDunY
4595,D# minor,99041,spotify:track:5vcobkGZTdHAXLx3mUS7xV
4596,A minor,99049,spotify:track:5pVaqd2X1JmZAReIljMjVm
4597,A minor,99050,spotify:track:46KN2vho91ax2TcHgLVWBt
4598,A minor,99051,spotify:track:4ovNnUQISxa1mWT7IlYEgc
4599,B minor,99052,spotify:track:6sh0n9yxfFfbAkSSq5Iktc
4600,A minor,99053,spotify:track:5zoR50balvJkmS2hnlkAP0
4601,C minor,99055,spotify:track:1acSwDI2pOFWBrK194hUp8
4602,A minor,99279,spotify:track:1r0UfmTeHh9pjMdy6KyJTo
4603,B minor,99281,spotify:track:5YM42cjCq5y0e7q3LZEV7O
4604,A minor,99283,spotify:track:1OuLRKCXYPRMSAis1QiBZU
4605,C Major,99284,spotify:track:3PYvLeJPb1tTmyAAmXBEPV
4606,A minor,99286,spotify:track:5Cmf7yVYhiyU5TZ3WfaTcC
4607,A minor,99288,spotify:track:7s8SSo5uVOEqYb1mFpHkPx
4608,F Major,99300,spotify:track:2TocxMFpQouHnC8AhHLwVk
4609,C Major,99302,spotify:track:4mQnh9rWZoXsBOix8tICpz
4610,G Major,99305,spotify:track:6qnzNgGpJKoXcoAnQyXHLL
4611,Bb minor,99309,spotify:track:3N5eM3bkuhNNUB0BhlUmcp
4612,E minor,99311,spotify:track:34nctHj8vt3uPoWSEE7z65
4613,D# minor,99312,spotify:track:1cWt9TeHJWpWVhq3q4DvSk
4614,C# minor,99486,spotify:track:48NsxjhARUIfTiye8CNX9a
4615,Bb minor,99488,spotify:track:4hLxpdXUv97QaF1j6mFqzP
4616,A minor,99489,spotify:track:4LyAIGYPmX6931L3RWhZl2
4617,C# minor,99491,spotify:track:0hGG5duRJ7MJsSoxetCQ8q
4618,A minor,99492,spotify:track:6bOUGilQ4gmNhXVY8iHsXX
4619,A minor,99494,spotify:track:65e020TyWW7c8kO3Tvf8uT
4620,A minor,99519,spotify:track:1fB8doEJAK5O8Er6zG0D9a
4621,C minor,99520,spotify:track:4EexfZhbccrLMQAwc0Jy7q
4622,Bb minor,99521,spotify:track:7sayGuWwKhMoJbqXIOlNha
4623,D# minor,99522,spotify:track:0NDxBfQUILbHyuXCN7C5cf
4624,F Major,99524,spotify:track:7cyJd0qj0m2oz7EnO5zt44
4625,B minor,99565,spotify:track:1vdM4EwpJJ0Vs6tXHQmVua
4626,D Major,99566,spotify:track:6BvT6aDKdpWJ8651EqwVY4
4627,G Major,99567,spotify:track:12wcRoZ7Siey3frinm4MRi
4628,D Major,99569,spotify:track:2eMCv3VsAEuCYdreimSC7y
4629,D Major,99570,spotify:track:0ehqgix3F3rz8SBJu50y0i
4630,D minor,99614,spotify:track:076UQXpZMQQUBg0BEUe5BU
4631,G minor,99615,spotify:track:1n0Ag3v88Q8dOpGtrJM2Ip
4632,E minor,99616,spotify:track:7eIwn8bNMfag1QyCQzKxJU
4633,D minor,99617,spotify:track:7fZ5DTtG7oBdzdk3pFbJwn
4634,D minor,99620,spotify:track:2aj0x19lIVY9NNRsFqf3As
4635,C minor,100523,spotify:track:0nvH7SkIgpV52fK6a8Q6fW
4636,F# minor,100524,spotify:track:1h0tlRCXLDmxwPlka8HRqh
4637,G minor,100527,spotify:track:6kYO8eg1VXuIm4r7i8Tzvk
4638,C minor,100529,spotify:track:16BEpvpNrQVswVvfuZl7sV
4639,C minor,100530,spotify:track:6mksK13eWXonlIRJlDrYHd
4640,C Major,100539,spotify:track:36ZaO974BOAIXdA3LHdtHg
4641,D Major,100696,spotify:track:73p7Neg8AHPEpqowTIq9EP
4642,F Major,100697,spotify:track:51vcx8IPl9fs1fn8F8mAND
4643,E Major,100698,spotify:track:5obhJ71YpC802YuIvnpOpv
4644,F Major,100701,spotify:track:0sO7VCowSdBnJcQUEUITBT
4645,A Major,100704,spotify:track:4pNGRj6s5TlhHvLWHPQC4l
4646,G Major,100709,spotify:track:3Z3CggHXaxIgfCW4KGivZD
4647,D Major,100711,spotify:track:4W60Nee0uD2RnM9EUP24Xd
4648,G Major,100715,spotify:track:7E6v8TsZnGtqpqQGCbtOLP
4649,C Major,100717,spotify:track:4UvAHLiBezLz2DKCsM6THX
4650,F# Major,100719,spotify:track:12ftihBjAWyVMk71nkroJK
4651,C Major,100768,spotify:track:09ChofjuP03vkq4HJeUU03
4652,E Major,100769,spotify:track:2Lt64xlHeCNUBqBEkJJdwG
4653,A Major,100770,spotify:track:362u3GYODS2NcumwIItIcp
4654,D Major,100771,spotify:track:6moLgdDWKRJPJjD6GczsQp
4655,C Major,100774,spotify:track:4hWLWKeHvOm1ChKKyBz7ny
4656,B Major,100775,spotify:track:6Z1WWSEWEXyFWSDxp8sasz
4657,C Major,100776,spotify:track:4p1EcFmEi7CzgT7OX7lPS6
4658,A minor,100778,spotify:track:2IdkGnvGcBCYAT85bz0PXv
4659,E minor,100779,spotify:track:3MUm6YXjC8PZGHTbffILCh
4660,F Major,100783,spotify:track:4AL0UuQNf1HjX0u179b8y7
4661,B Major,100784,spotify:track:7j8bgMH4GDNecaBPqyY3oo
4662,A Major,100786,spotify:track:0FAopZoe3bvpC0H7ppzP3C
4663,C Major,100787,spotify:track:2cU9GwtiSnsUt2CkQRrW3U
4664,G Major,100788,spotify:track:0hPp0rYQL78d1R5RoNWCfw
4665,C# minor,100790,spotify:track:4UgC86gqdo2PwKHofPKUd4
4666,E Major,100791,spotify:track:4TJ3SBFBnrK8GC7OwVg71u
4667,G minor,100835,spotify:track:1qee7pJ1tBa8hHOylkYSKH
4668,A Major,100843,spotify:track:7JhuO7wXPk6IExcEt8e8mD
4669,A Major,100844,spotify:track:2WkbjJsmwcJFKZeoO4WO1T
4670,E Major,100848,spotify:track:3Iw3RcHb0mdbt3caOm6aJk
4671,Bb Major,100853,spotify:track:6ek4ei5BihSFiEWYrl3Xrb
4672,E Major,100856,spotify:track:2NOXtwWrupPUAEKE3apoOA
4673,A Major,100857,spotify:track:4soJPA9yfB1o68ybMygEcM
4674,C Major,100860,spotify:track:5QblhKzgcsXD52zP6KqZm3
4675,E Major,100862,spotify:track:5ZdBdNs1g0XbmfVSbpBRl6
4676,D Major,100863,spotify:track:5IyjOdJhchkugxeUWDgFgG
4677,C Major,100865,spotify:track:2AEdPwZ7RSkevwVj4GTW3o
4678,C# minor,100866,spotify:track:3nfVdYgcUBoYK0qyIcmmWj
4679,A minor,100868,spotify:track:58Dp0rvdDaeiTDbSih9FJM
4680,D Major,100876,spotify:track:5V6lDVuqrFO7HnNHQj31HR
4681,C Major,100882,spotify:track:4Fksf2dUOE5HE4qjObAt3B
4682,D Major,101078,spotify:track:5nCzXHQX7Oz8535VZN3avQ
4683,F Major,101265,spotify:track:4zhxwU9vQdiHC8E8ypDyy9
4684,B minor,101266,spotify:track:46z5MMqlbJ5LyMf2UATOJp
4685,F Major,101269,spotify:track:3JPXMfocRrlpN0vkTN4AsP
